Player,Squad,mf_post,mf_role,cm_role,Rk,Nation,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 38,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 56,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Pass_Short_Cmp,Pass_Short_Att,Pass_Short_Cmp%,Pass_Med_Cmp,Pass_Med_Att,Pass_Med_Cmp%,Pass_Long_Cmp,Pass_Long_Att,Pass_Long_Cmp%,Ast.2,xAG.2,xA,A-xAG,KP,FinalThird_Pass,PPA,CrsPA,PrgP.1,Unnamed: 80,PassType_Att,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Switch,Pass_Cross,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Straight,Pass_Cmp.1,Pass_Offside,Pass_Blocked,Unnamed: 96,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Shot,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Shot,GCA_Fld,GCA_Def,Unnamed: 113,Tackles,Tackles_Won,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks_Total,Shots_Blocked,Passes_Blocked,Interceptions,Tackles_Interceptions,Clearances,Errors_LeadingShot,Unnamed: 130,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,TakeOn_Att,TakeOn_Succ,TakeOn_Succ%,TakeOn_Tackled,TakeOn_Tackled%,Carries,Carry_TotDist,Carry_PrgDist,PrgC.1,Carry_FinalThird,Carry_PenArea,Miscontrols,Dispossessed,Rec,PrgR.1,Unnamed: 153,CrdY.1,CrdR.1,2CrdY,Fls,Fld,Offsides,Crs,Interceptions.1,Tackles_Won.1,PKwon,PKcon,OG,Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won%,Min_num,minutes_flag,mf_post_score_raw,mf_post_rating_0100,mf_role_score_raw,mf_role_rating_0100,mf_role_rating_shrunk_0100,n_post,n_role,role_sample_flag
Wilfred Ndidi,leicester city,DM,DM_DESTROYER,,302,ng NGA,MF,27.0,1996.0,28,28,2324,25.8,0.0,0.19,0.19,0.0,0.0,0.0,0.31,0.0,0.08,0.08,0.07,0.15,0.7,2.71,2.91,0.0,0.19,0.19,0.0,0.19,0.08,0.07,0.15,0.08,0.15,MF,0.0,0.85,0.31,36.4,0.85,0.31,0.0,0.0,13.9,0.0,0.0,0.0,0.08,0.08,0.09,-0.08,-0.08,,32.5,40.5,80.3,466.4,117.5,17.9,20.5,87.4,10.9,13.3,82.2,1.51,2.83,53.4,0.19,0.07,0.06,0.12,0.66,2.64,0.43,0.12,2.71,,40.5,39.5,0.85,0.5,0.16,0.16,1.16,0.35,0.0,0.0,0.0,0.0,32.5,0.12,1.01,,1.2,1.2,1.12,0.0,0.04,0.04,0.0,0.0,0.16,0.15,0.16,0.0,0.0,0.0,0.0,0.0,,3.29,1.98,1.74,1.24,0.31,1.16,2.36,49.2,1.2,1.82,0.74,1.09,1.2,4.5,3.1,0.0,,54.3,4.61,17.9,27.1,9.81,2.36,54.3,1.28,0.5,39.4,0.7,54.5,26.0,105.7,42.7,0.7,0.89,0.08,1.43,1.28,32.3,2.91,,0.31,0.0,0.0,1.51,0.7,0.12,1.16,1.2,1.98,0.0,0.0,0.04,4.92,2.36,2.29,50.8,2324,OK,-0.24706291423025561,29.03225806451613,0.08401166641682095,66.66666666666666,51.61290322580645,62.0,15.0,OK
Dominik Szoboszlai,liverpool,AM,AM_CLASSIC_10,,330,hu HUN,MF,23.0,2000.0,36,29,2491,27.7,0.22,0.22,0.43,0.22,0.0,0.0,0.22,0.0,0.26,0.26,0.27,0.53,2.6,4.73,4.58,0.22,0.22,0.43,0.22,0.43,0.27,0.27,0.53,0.27,0.53,MF,0.22,2.42,0.79,32.8,2.42,0.79,0.09,0.27,18.9,0.14,0.0,0.0,0.26,0.26,0.11,-0.05,-0.05,,40.2,47.7,84.3,632.8,131.4,21.7,24.2,89.6,13.2,15.0,88.0,3.43,4.8,71.4,0.22,0.27,0.21,-0.05,2.02,3.18,1.19,0.18,4.73,,47.7,43.4,4.26,0.76,0.18,0.51,1.48,1.3,0.61,0.32,0.22,0.0,40.2,0.07,0.97,,4.3,4.3,3.25,0.25,0.18,0.47,0.11,0.04,0.58,0.58,0.43,0.04,0.0,0.11,0.0,0.0,,1.37,0.72,0.51,0.69,0.18,0.61,1.62,37.8,1.01,1.41,0.18,1.23,0.32,1.7,0.69,0.07,,57.2,1.16,7.94,27.5,22.6,3.75,57.2,1.48,0.76,51.2,0.61,41.5,29.1,152.5,85.6,2.6,1.77,0.65,1.34,0.83,38.7,4.58,,0.22,0.0,0.0,1.59,0.87,0.14,1.48,0.32,0.72,0.0,0.0,0.0,4.8,0.69,0.83,45.2,2491,OK,0.07452220262867203,65.625,0.2366047977374928,71.42857142857143,69.90131578947368,32.0,28.0,OK
Alexis Mac Allister,liverpool,CM,,CM_BOX_TO_BOX,331,ar ARG,MF,25.0,1998.0,35,30,2599,28.9,0.17,0.17,0.35,0.17,0.0,0.0,0.21,0.0,0.1,0.1,0.16,0.26,1.25,6.12,2.77,0.17,0.17,0.35,0.17,0.35,0.1,0.16,0.26,0.1,0.26,MF,0.17,1.31,0.45,34.2,1.32,0.45,0.13,0.38,18.1,0.03,0.0,0.0,0.1,0.1,0.07,0.08,0.08,,44.0,52.7,83.5,703.9,198.9,22.8,25.2,90.3,17.1,19.3,88.4,3.08,5.54,55.6,0.17,0.16,0.19,0.01,1.56,4.22,1.21,0.07,6.12,,52.7,48.5,4.01,1.21,0.21,0.1,2.98,0.31,2.46,0.9,1.25,0.0,44.0,0.17,1.07,,4.15,4.15,2.87,0.83,0.07,0.21,0.07,0.1,0.52,0.52,0.35,0.1,0.0,0.07,0.0,0.0,,3.29,2.01,0.97,1.76,0.55,1.9,3.6,52.9,1.7,2.11,0.21,1.9,0.76,4.05,1.0,0.03,,64.4,1.94,9.83,33.2,22.0,2.08,64.4,1.45,0.55,38.1,0.73,50.0,31.7,130.9,69.8,1.25,1.49,0.17,1.07,0.76,42.5,2.77,,0.21,0.0,0.0,2.15,1.38,0.07,2.98,0.76,2.01,0.0,0.0,0.0,5.12,0.66,1.18,35.8,2599,OK,-0.10013616674913037,47.05882352941176,-0.05790350079121937,57.14285714285714,52.94117647058823,17.0,14.0,OK
Ryan Gravenberch,liverpool,DM,DM_CONTROLLER,,332,nl NED,MF,22.0,2002.0,37,37,3160,35.1,0.0,0.11,0.11,0.0,0.0,0.0,0.17,0.03,0.03,0.03,0.09,0.12,1.99,5.16,1.57,0.0,0.11,0.11,0.0,0.11,0.03,0.09,0.12,0.03,0.12,MF,0.0,0.57,0.14,25.0,0.57,0.14,0.0,0.0,24.5,0.0,0.0,0.0,0.03,0.03,0.06,-0.03,-0.03,,48.9,54.9,89.2,738.0,186.0,26.1,28.2,92.5,19.4,21.0,92.3,1.82,2.96,61.5,0.11,0.09,0.1,0.03,0.74,4.3,1.0,0.06,5.16,,54.9,53.8,0.91,0.46,0.23,0.2,0.2,0.28,0.0,0.0,0.0,0.0,48.9,0.17,0.43,,1.94,1.94,1.71,0.0,0.14,0.06,0.0,0.03,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,,1.97,1.0,0.77,0.83,0.37,0.91,1.6,57.1,0.68,1.0,0.28,0.71,1.71,3.68,1.68,0.06,,66.8,3.33,14.5,38.6,14.6,0.74,66.8,2.31,1.05,45.7,0.85,37.0,39.8,212.3,106.6,1.99,2.14,0.28,1.57,0.74,47.5,1.57,,0.17,0.03,0.0,1.34,1.48,0.0,0.2,1.71,1.0,0.0,0.0,0.0,5.5,0.74,0.4,65.0,3160,OK,0.5644167492092221,83.87096774193549,0.6358728300908358,89.65517241379311,88.17204301075269,62.0,29.0,OK
Jayden Danns,liverpool,AM,AM_CLASSIC_10,,334,eng ENG,MF,18.0,2006.0,1,0,11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,10.0,10.0,100.0,60.0,0.0,10.0,10.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,,0.0,,10.0,20.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11,LOW_MIN,-0.789232557962694,14.0625,-0.6712046903801004,16.071428571428573,15.542763157894738,32.0,28.0,OK
Harvey Elliott,liverpool,AM,AM_CLASSIC_10,,333,eng ENG,MF,21.0,2003.0,18,2,371,4.1,0.24,0.49,0.73,0.24,0.0,0.0,0.24,0.0,0.44,0.44,0.27,0.68,2.44,10.7,7.32,0.24,0.49,0.73,0.24,0.73,0.43,0.26,0.69,0.43,0.69,MF,0.24,4.15,0.98,23.5,4.12,0.97,0.06,0.25,16.9,0.24,0.0,0.0,0.44,0.44,0.1,-0.2,-0.2,,58.5,71.2,82.2,1015.6,247.8,29.3,31.7,92.3,22.2,26.3,84.3,5.37,8.05,66.7,0.49,0.27,0.17,0.22,2.44,6.34,1.46,0.0,10.7,,71.2,65.1,5.37,0.49,0.24,0.73,2.93,1.95,1.46,0.73,0.24,0.0,58.5,0.73,0.98,,5.12,5.11,4.15,0.73,0.24,0.0,0.0,0.0,0.73,0.73,0.73,0.0,0.0,0.0,0.0,0.0,,1.22,0.73,0.73,0.24,0.24,0.49,1.95,25.0,1.46,1.71,0.49,1.22,0.24,1.46,0.73,0.24,,82.7,1.22,7.8,40.0,35.1,5.12,82.7,2.2,0.98,44.4,0.98,44.4,45.9,212.7,99.5,2.44,2.68,1.22,1.22,0.98,61.7,7.32,,0.24,0.0,0.0,0.0,0.24,0.24,2.93,0.24,0.73,0.0,0.0,0.0,3.66,0.24,0.49,33.3,371,LOW_MIN,0.37685417598929627,75.0,0.5513932736307856,85.71428571428571,82.89473684210526,32.0,28.0,OK
Mateo Kovačić,manchester city,CM,,CM_PROGRESSOR,356,hr CRO,MF,30.0,1994.0,31,25,2198,24.4,0.25,0.08,0.33,0.25,0.0,0.0,0.2,0.04,0.08,0.08,0.15,0.23,2.3,6.72,0.66,0.25,0.08,0.33,0.25,0.33,0.08,0.15,0.23,0.08,0.23,MF,0.25,1.84,0.49,26.7,1.84,0.49,0.13,0.5,22.9,0.0,0.0,0.0,0.08,0.08,0.04,0.17,0.17,,71.4,77.1,92.6,1118.0,298.3,37.7,39.6,95.0,30.1,31.6,95.5,2.83,4.3,65.7,0.08,0.15,0.13,-0.07,1.35,8.44,1.23,0.0,6.72,,77.1,75.6,1.35,1.31,0.61,0.33,0.0,0.0,0.0,0.0,0.0,0.0,71.4,0.16,0.57,,2.99,2.99,2.42,0.0,0.16,0.2,0.16,0.04,0.33,0.33,0.25,0.0,0.04,0.04,0.0,0.0,,2.83,1.56,0.94,1.56,0.33,1.27,2.66,47.7,1.39,0.82,0.0,0.82,0.98,3.81,0.86,0.04,,87.0,2.17,13.0,49.1,25.7,0.7,87.0,1.68,0.9,53.7,0.45,26.8,59.2,344.1,162.3,2.3,3.2,0.12,0.78,1.19,70.9,0.66,,0.2,0.04,0.0,0.98,1.07,0.0,0.0,0.98,1.56,0.0,0.0,0.0,4.67,0.41,0.37,52.6,2198,OK,0.5251752641779441,94.11764705882352,0.46910033400908574,100.0,95.47511312217193,17.0,3.0,LOW_SAMPLE
İlkay Gündoğan,manchester city,CM,,CM_BOX_TO_BOX,357,de GER,MF,33.0,1990.0,33,25,2223,24.7,0.04,0.24,0.28,0.04,0.0,0.0,0.04,0.0,0.13,0.13,0.14,0.27,2.59,5.14,3.89,0.04,0.24,0.28,0.04,0.28,0.13,0.14,0.27,0.13,0.27,MF,0.04,1.09,0.28,25.9,1.09,0.28,0.04,0.14,18.1,0.08,0.0,0.0,0.13,0.13,0.12,-0.09,-0.09,,61.7,68.9,89.5,955.5,182.6,35.3,37.4,94.4,21.1,22.9,92.0,4.13,6.28,65.8,0.24,0.14,0.18,0.1,1.78,4.37,0.93,0.08,5.14,,68.9,64.4,4.37,1.34,0.28,0.12,2.43,0.16,1.86,1.26,0.16,0.04,61.7,0.2,0.85,,3.56,3.56,2.71,0.45,0.2,0.16,0.04,0.0,0.53,0.53,0.4,0.04,0.0,0.04,0.04,0.0,,1.01,0.53,0.2,0.61,0.2,0.4,0.97,41.7,0.57,0.61,0.0,0.61,0.53,1.54,0.93,0.0,,76.6,1.82,10.9,37.6,28.9,2.71,76.6,1.66,0.69,41.5,0.65,39.0,45.3,251.4,121.5,2.59,2.31,0.45,1.17,1.01,59.9,3.89,,0.04,0.0,0.0,0.61,1.09,0.04,2.43,0.53,0.53,0.04,0.0,0.0,4.7,0.57,0.45,56.0,2223,OK,0.27148390877416356,82.35294117647058,0.3369234130541025,85.71428571428571,84.31372549019608,17.0,14.0,OK
Rodri,manchester city,CM,,CM_BOX_TO_BOX,355,es ESP,MF,28.0,1996.0,3,1,73,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,5.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,MF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,80.0,85.0,94.1,1427.5,346.3,38.8,40.0,96.9,31.3,35.0,89.3,8.75,8.75,100.0,0.0,0.0,0.13,0.0,1.25,3.75,1.25,0.0,5.0,,85.0,83.8,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,,2.5,2.47,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.5,1.25,1.25,1.25,0.0,0.0,0.0,,0.0,1.25,0.0,1.25,1.25,3.75,1.25,0.0,,92.5,1.25,17.5,46.3,30.0,0.0,92.5,1.25,0.0,0.0,0.0,0.0,48.8,215.0,102.5,1.25,2.5,0.0,0.0,0.0,70.0,1.25,,0.0,0.0,0.0,1.25,2.5,0.0,0.0,1.25,1.25,0.0,0.0,0.0,8.75,1.25,0.0,100.0,73,LOW_MIN,0.07851076778533121,70.58823529411765,0.10247972629896289,78.57142857142857,75.24509803921569,17.0,14.0,OK
Nicolás González,manchester city,DM,DM_CONTROLLER,,358,es ESP,MF,22.0,2002.0,11,9,760,8.4,0.12,0.0,0.12,0.12,0.0,0.0,0.36,0.0,0.06,0.06,0.01,0.06,1.07,5.95,1.31,0.12,0.0,0.12,0.12,0.12,0.06,0.01,0.06,0.06,0.06,MF,0.12,1.07,0.24,22.2,1.07,0.24,0.11,0.5,19.5,0.0,0.0,0.0,0.06,0.06,0.05,0.06,0.06,,68.5,74.4,92.0,1028.9,236.3,39.5,41.2,96.0,26.5,28.8,92.1,1.67,2.62,63.6,0.0,0.01,0.06,-0.01,0.12,6.19,0.48,0.0,5.95,,74.4,71.8,2.5,2.26,0.12,0.0,0.12,0.24,0.0,0.0,0.0,0.0,68.5,0.12,0.6,,1.79,1.77,1.55,0.0,0.0,0.12,0.12,0.0,0.36,0.35,0.24,0.0,0.0,0.0,0.12,0.0,,1.9,0.71,0.6,0.83,0.48,0.71,1.31,54.5,0.6,1.07,0.0,1.07,0.95,2.86,2.5,0.0,,84.9,2.14,13.8,52.3,19.2,1.19,84.9,0.71,0.12,16.7,0.36,50.0,50.6,217.1,86.8,1.07,1.43,0.36,0.95,1.31,63.7,1.31,,0.36,0.0,0.0,1.55,0.6,0.0,0.12,0.95,0.71,0.0,0.0,0.0,3.69,1.9,1.43,57.1,760,OK,0.6595781088224892,87.09677419354838,0.6320062291991901,86.20689655172413,86.43507030603804,62.0,29.0,OK
Christian Eriksen,manchester utd,AM,AM_ORGANIZER,,393,dk DEN,MF,32.0,1992.0,23,11,1061,11.8,0.08,0.17,0.25,0.0,0.08,0.08,0.34,0.0,0.12,0.05,0.27,0.32,1.1,4.66,2.46,0.08,0.17,0.25,0.0,0.17,0.12,0.27,0.39,0.05,0.32,MF,0.08,1.19,0.08,7.1,1.19,0.08,0.0,0.0,25.8,0.25,0.08,0.08,0.12,0.05,0.04,-0.03,-0.05,,50.0,63.5,78.8,842.0,265.3,26.4,28.7,92.0,16.4,20.5,80.2,5.25,11.0,47.7,0.17,0.27,0.22,-0.1,2.63,4.58,1.1,0.51,4.66,,63.5,54.7,8.64,2.63,0.68,0.68,7.2,0.42,5.25,2.03,1.69,0.42,50.0,0.17,0.51,,4.75,4.74,3.22,1.27,0.0,0.25,0.0,0.0,0.59,0.59,0.42,0.17,0.0,0.0,0.0,0.0,,1.61,0.76,0.34,1.02,0.25,0.93,2.29,40.7,1.36,1.27,0.42,0.85,0.59,2.2,0.68,0.0,,72.0,2.2,14.7,33.6,24.1,1.44,71.9,0.34,0.0,0.0,0.34,100.0,40.1,151.2,72.1,1.1,1.19,0.08,1.1,0.42,48.0,2.46,,0.34,0.0,0.0,0.68,0.25,0.0,7.2,0.59,0.76,0.0,0.0,0.0,5.25,0.17,0.51,25.0,1061,OK,1.1145654642439542,93.75,0.18031463196539846,75.0,88.39285714285715,32.0,4.0,LOW_SAMPLE
Casemiro,manchester utd,DM,DM_DESTROYER,,395,br BRA,MF,32.0,1992.0,24,18,1494,16.6,0.06,0.0,0.06,0.06,0.0,0.0,0.3,0.0,0.11,0.11,0.14,0.25,0.24,5.06,1.69,0.06,0.0,0.06,0.06,0.06,0.11,0.14,0.25,0.11,0.25,MF,0.06,1.93,0.6,31.3,1.93,0.6,0.03,0.1,19.5,0.0,0.0,0.0,0.11,0.11,0.06,-0.05,-0.05,,47.0,59.6,78.8,783.7,245.1,22.2,25.6,86.8,18.9,22.5,83.7,4.16,6.81,61.1,0.0,0.14,0.12,-0.14,1.33,4.88,1.39,0.36,5.06,,59.6,58.0,1.14,1.02,0.54,0.54,1.2,0.12,0.0,0.0,0.0,0.0,47.0,0.48,1.33,,3.19,3.19,2.95,0.06,0.0,0.18,0.0,0.0,0.24,0.24,0.24,0.0,0.0,0.0,0.0,0.0,,5.0,3.01,3.01,1.39,0.6,2.71,4.46,60.8,1.75,2.35,0.6,1.75,0.84,5.84,3.07,0.18,,75.3,4.52,22.5,38.1,15.1,2.59,75.3,0.36,0.18,50.0,0.18,50.0,39.8,123.3,56.3,0.24,0.6,0.0,0.72,0.6,48.2,1.69,,0.3,0.0,0.0,1.2,1.14,0.24,1.2,0.84,3.01,0.0,0.0,0.0,6.2,2.17,1.14,65.5,1494,OK,0.6999453583974239,90.32258064516128,1.2760335699739986,100.0,96.12903225806451,62.0,15.0,OK
Kobbie Mainoo,manchester utd,DM,DM_DEEP_CM,,391,eng ENG,MF,19.0,2005.0,25,19,1651,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.04,0.04,0.09,0.13,1.2,3.55,2.57,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.12,0.04,0.12,MF,0.0,0.82,0.11,13.3,0.82,0.11,0.0,0.0,20.5,0.0,0.0,0.0,0.04,0.04,0.05,-0.04,-0.04,,39.5,45.7,86.5,527.3,128.2,24.7,26.8,92.2,10.5,12.0,87.7,1.69,2.46,68.9,0.0,0.09,0.1,-0.09,0.77,2.73,0.66,0.05,3.55,,45.7,44.2,1.26,0.71,0.11,0.22,0.38,0.33,0.0,0.0,0.0,0.0,39.5,0.27,0.93,,1.86,1.85,1.58,0.0,0.22,0.0,0.05,0.0,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,,2.51,1.58,0.98,0.77,0.77,1.31,2.19,60.0,0.87,0.87,0.11,0.77,1.04,3.55,0.77,0.05,,58.0,1.37,10.8,32.1,15.7,1.97,58.0,2.73,1.26,46.0,1.37,50.0,35.6,155.7,66.8,1.2,0.93,0.55,1.97,1.97,41.5,2.57,,0.27,0.0,0.0,1.48,1.15,0.16,0.38,1.04,1.58,0.0,0.0,0.0,4.81,1.04,1.69,38.0,1651,OK,0.18237682203964123,66.12903225806451,-0.3410091765636246,27.77777777777778,41.474654377880185,62.0,18.0,OK
Manuel Ugarte,manchester utd,DM,DM_CONTROLLER,,388,uy URU,MF,23.0,2001.0,29,22,1785,19.8,0.05,0.1,0.15,0.05,0.0,0.0,0.56,0.0,0.05,0.05,0.06,0.11,0.81,3.08,1.01,0.05,0.1,0.15,0.05,0.15,0.05,0.06,0.11,0.05,0.11,MF,0.05,0.96,0.2,21.1,0.96,0.2,0.05,0.25,21.7,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,,40.4,46.0,87.9,657.5,141.5,20.7,23.1,89.7,15.7,16.8,93.1,3.13,4.19,74.7,0.1,0.06,0.04,0.05,0.51,2.98,0.45,0.15,3.08,,46.0,44.6,1.16,0.35,0.1,0.25,0.35,0.1,0.0,0.0,0.0,0.0,40.4,0.2,0.61,,1.57,1.56,1.21,0.0,0.0,0.1,0.1,0.15,0.2,0.2,0.15,0.0,0.0,0.05,0.0,0.0,,3.89,2.47,1.72,1.72,0.45,1.52,3.43,44.1,1.92,1.67,0.2,1.46,1.36,5.25,0.86,0.1,,58.6,2.32,16.7,32.3,10.7,0.81,58.6,1.62,0.91,56.3,0.51,31.3,33.7,145.6,68.0,0.81,0.81,0.05,1.62,1.26,36.8,1.01,,0.56,0.0,0.0,2.07,1.67,0.0,0.35,1.36,2.47,0.0,0.0,0.05,6.16,0.91,0.91,50.0,1785,OK,-0.09590622456032437,45.16129032258064,-0.02506862040589941,55.172413793103445,52.605459057071954,62.0,29.0,OK
Bruno Fernandes,manchester utd,AM,AM_ORGANIZER,,392,pt POR,MF,29.0,1994.0,36,35,3018,33.5,0.24,0.3,0.54,0.15,0.09,0.09,0.15,0.06,0.3,0.23,0.25,0.48,2.3,9.7,3.85,0.24,0.3,0.54,0.15,0.45,0.3,0.25,0.55,0.23,0.48,MF,0.24,2.78,0.78,28.0,2.77,0.78,0.05,0.19,22.6,0.36,0.09,0.09,0.3,0.23,0.08,-0.06,-0.08,,51.0,66.9,76.1,911.7,319.3,23.9,27.4,87.3,18.8,23.0,81.8,6.66,12.1,55.1,0.3,0.25,0.24,0.04,2.72,6.39,2.54,0.33,9.7,,66.9,59.3,7.07,2.93,0.93,0.66,5.55,0.57,2.72,1.31,0.66,0.15,51.0,0.51,1.64,,5.76,5.76,4.06,1.1,0.15,0.18,0.21,0.06,0.39,0.39,0.3,0.06,0.0,0.03,0.0,0.0,,2.51,1.49,0.81,1.13,0.57,1.01,2.54,40.0,1.52,1.04,0.18,0.87,0.78,3.28,1.04,0.09,,79.1,1.85,12.8,37.7,29.3,2.39,79.0,2.0,0.84,41.8,0.99,49.3,46.0,216.2,115.4,2.3,1.94,0.42,1.28,1.28,55.3,3.85,,0.15,0.06,0.03,0.96,1.19,0.06,5.55,0.78,1.49,0.0,0.0,0.0,6.36,0.66,0.84,44.0,3018,OK,1.5239134370255256,96.875,0.8317051640041102,100.0,97.76785714285714,32.0,4.0,LOW_SAMPLE
Scott McTominay,manchester utd,AM,AM_CLASSIC_10,,390,sct SCO,MF,27.0,1996.0,2,0,19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,MF,0.0,5.0,0.0,0.0,4.74,0.0,0.0,,10.7,0.0,0.0,0.0,0.5,0.5,0.07,-0.5,-0.5,,50.0,50.0,100.0,930.0,495.0,25.0,25.0,100.0,15.0,15.0,100.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,,50.0,40.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,,5.0,4.74,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,70.0,5.0,15.0,40.0,15.0,5.0,70.0,5.0,0.0,0.0,5.0,100.0,50.0,340.0,220.0,0.0,0.0,0.0,5.0,5.0,45.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,100.0,19,LOW_MIN,-0.3425248736442138,40.625,-0.21243083270950136,46.42857142857143,44.901315789473685,32.0,28.0,OK
Toby Collyer,manchester utd,DM,DM_CONTROLLER,,394,eng ENG,MF,20.0,2004.0,6,0,179,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.15,0.2,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22,MF,0.0,0.5,0.0,0.0,0.5,0.0,0.0,,6.2,0.0,0.0,0.0,0.1,0.1,0.17,-0.1,-0.1,,38.0,46.0,82.6,563.5,60.5,18.5,21.5,86.0,16.0,18.5,86.5,1.5,2.0,75.0,0.0,0.15,0.2,-0.15,1.0,1.5,0.5,0.0,2.5,,46.0,44.0,2.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,0.0,1.0,,2.5,2.5,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,4.5,3.0,3.0,0.0,2.5,3.0,83.3,0.5,1.0,0.5,0.5,1.0,7.0,1.5,0.0,,64.5,4.5,23.0,29.5,12.5,1.5,64.5,1.0,0.5,50.0,0.5,50.0,34.0,119.5,28.0,0.0,0.0,0.0,5.5,0.5,35.5,1.0,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,4.5,0.0,0.0,0.0,8.5,1.5,0.5,75.0,179,LOW_MIN,0.007497237171460649,56.451612903225815,0.17521870701421693,68.96551724137932,65.75682382133996,62.0,29.0,OK
