Player,Squad,df_post,cb_role,fb_role,Rk,Nation,Pos,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Unnamed: 38,Gls.2,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK.1,PKatt.1,xG.2,npxG.2,npxG/Sh,G-xG,np:G-xG,Unnamed: 56,Pass_Cmp,Pass_Att,Pass_Cmp%,TotDist,PrgDist,Pass_Short_Cmp,Pass_Short_Att,Pass_Short_Cmp%,Pass_Med_Cmp,Pass_Med_Att,Pass_Med_Cmp%,Pass_Long_Cmp,Pass_Long_Att,Pass_Long_Cmp%,Ast.2,xAG.2,xA,A-xAG,KP,FinalThird_Pass,PPA,CrsPA,PrgP.1,Unnamed: 80,PassType_Att,Pass_Live,Pass_Dead,Pass_FK,Pass_TB,Pass_Switch,Pass_Cross,Pass_TI,Pass_CK,Corner_In,Corner_Out,Corner_Straight,Pass_Cmp.1,Pass_Offside,Pass_Blocked,Unnamed: 96,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Shot,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Shot,GCA_Fld,GCA_Def,Unnamed: 113,Tackles,Tackles_Won,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks_Total,Shots_Blocked,Passes_Blocked,Interceptions,Tackles_Interceptions,Clearances,Errors_LeadingShot,Unnamed: 130,Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,TakeOn_Att,TakeOn_Succ,TakeOn_Succ%,TakeOn_Tackled,TakeOn_Tackled%,Carries,Carry_TotDist,Carry_PrgDist,PrgC.1,Carry_FinalThird,Carry_PenArea,Miscontrols,Dispossessed,Rec,PrgR.1,Unnamed: 153,CrdY.1,CrdR.1,2CrdY,Fls,Fld,Offsides,Crs,Interceptions.1,Tackles_Won.1,PKwon,PKcon,OG,Recoveries,Aerials_Won,Aerials_Lost,Aerials_Won%,Min_num,minutes_flag,df_post_score_raw,df_post_rating_0100,df_role_score_raw,df_role_rating_0100,df_role_rating_shrunk_0100,n_post,n_role,role_sample_flag
Wout Faes,leicester city,CB,CB_DUEL,,293,be BEL,DF,26.0,1998.0,34,30,2815,31.3,0.03,0.0,0.03,0.03,0.0,0.0,0.13,0.0,0.05,0.05,0.0,0.05,0.38,2.75,0.03,0.03,0.0,0.03,0.03,0.03,0.05,0.0,0.05,0.05,0.05,DF,0.03,0.38,0.03,8.3,0.38,0.03,0.08,1.0,9.7,0.0,0.0,0.0,0.05,0.05,0.13,-0.02,-0.02,,44.0,50.0,88.0,810.5,288.0,17.2,18.2,94.4,23.1,24.4,94.9,3.51,6.52,53.9,0.0,0.0,0.01,-0.0,0.13,2.65,0.19,0.0,2.75,,50.0,48.1,1.73,0.86,0.06,0.22,0.16,0.19,0.0,0.0,0.0,0.0,44.0,0.1,0.22,,0.54,0.54,0.48,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.34,0.83,0.83,0.45,0.06,0.8,1.53,52.1,0.73,1.53,1.12,0.42,0.83,2.17,5.91,0.13,,60.9,10.2,30.7,28.3,2.17,0.86,60.9,0.19,0.16,83.3,0.03,16.7,35.4,161.3,93.5,0.38,0.42,0.06,0.54,0.19,40.5,0.03,,0.13,0.0,0.0,0.73,0.35,0.03,0.16,0.83,0.83,0.0,0.0,0.0,2.88,1.44,1.15,55.6,2815,OK,-0.16507840331542734,39.795918367346935,0.3939872007390507,71.69811320754717,66.63427275672173,98.0,53.0,OK
James Justin,leicester city,FB_WB,,FB_STAY_HOME,292,eng ENG,DF,26.0,1998.0,36,34,2912,32.4,0.06,0.06,0.12,0.06,0.0,0.0,0.19,0.0,0.05,0.05,0.02,0.07,1.2,2.81,2.96,0.06,0.06,0.12,0.06,0.12,0.05,0.03,0.07,0.05,0.07,DF,0.06,0.77,0.19,24.0,0.77,0.19,0.08,0.33,16.2,0.06,0.0,0.0,0.05,0.05,0.06,0.02,0.02,,37.2,47.6,78.2,574.3,182.8,19.3,22.2,87.0,15.3,18.1,84.8,1.48,4.2,35.3,0.06,0.02,0.02,0.04,0.43,2.35,0.71,0.25,2.81,,47.6,39.1,8.33,0.68,0.03,0.06,1.76,7.65,0.0,0.0,0.0,0.0,37.2,0.09,1.23,,1.02,1.02,0.65,0.06,0.03,0.12,0.15,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,,1.79,1.14,0.9,0.71,0.19,0.99,1.7,58.2,0.71,1.48,0.52,0.96,1.42,3.21,4.35,0.09,,60.1,4.66,21.4,27.2,11.9,1.17,60.1,0.93,0.28,30.0,0.4,43.3,26.7,112.6,55.2,1.2,0.83,0.12,0.96,0.46,33.2,2.96,,0.19,0.0,0.0,0.9,1.36,0.06,1.76,1.42,1.14,0.0,0.0,0.0,2.72,2.13,1.7,55.6,2912,OK,-0.40157120327902124,23.863636363636363,0.13313271791981632,58.333333333333336,50.83992094861661,88.0,36.0,OK
Woyo Coulibaly,leicester city,FB_WB,,FB_STAY_HOME,294,ml MLI,DF,25.0,1999.0,4,1,109,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,3.33,2.5,1.67,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,DF,0.0,1.67,0.83,50.0,1.65,0.83,0.0,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,,40.0,47.5,84.2,664.2,261.7,23.3,28.3,82.4,13.3,15.8,84.2,3.33,3.33,100.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,,47.5,36.7,10.8,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,40.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,3.33,3.33,1.67,0.0,1.67,1.67,100.0,0.0,2.5,0.83,1.67,4.17,9.17,0.83,0.0,,63.3,6.67,22.5,25.8,16.7,3.33,63.3,0.83,0.0,0.0,0.83,100.0,40.0,240.0,140.8,3.33,1.67,0.83,3.33,0.0,30.0,1.67,,0.83,0.0,0.0,1.67,0.83,0.0,0.0,4.17,3.33,0.0,0.0,0.0,11.7,0.0,2.5,0.0,109,LOW_MIN,-0.26686143374525756,31.818181818181817,0.1782327883431351,61.111111111111114,54.74308300395257,88.0,36.0,OK
Ricardo Pereira,leicester city,FB_WB,,FB_INVERTED,290,pt POR,DF,30.0,1993.0,10,4,388,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.02,0.02,0.0,0.02,0.7,4.19,1.16,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,DF,0.0,0.47,0.23,50.0,0.46,0.23,0.0,0.0,17.0,0.0,0.0,0.0,0.02,0.02,0.05,-0.02,-0.02,,48.1,57.7,83.5,783.3,222.3,22.8,25.8,88.3,21.2,25.1,84.3,3.02,3.49,86.7,0.0,0.0,0.02,0.0,0.0,4.42,0.23,0.0,4.19,,57.7,48.1,9.3,1.4,0.0,0.23,0.7,7.91,0.0,0.0,0.0,0.0,48.1,0.23,0.7,,0.7,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.02,1.86,0.93,1.4,0.7,1.63,3.26,50.0,1.63,1.86,0.7,1.16,0.93,3.95,2.56,0.0,,68.8,3.95,20.9,38.6,9.53,1.16,68.8,2.09,1.4,66.7,0.47,22.2,35.1,105.3,43.3,0.7,0.7,0.47,0.7,0.23,40.0,1.16,,0.23,0.0,0.0,1.4,1.86,0.0,0.7,0.93,1.86,0.0,0.0,0.0,4.42,0.93,0.47,66.7,388,LOW_MIN,-0.08174388157575073,54.54545454545454,-0.36944827867375113,25.806451612903224,32.81596452328159,88.0,31.0,OK
Trent Alexander-Arnold,liverpool,FB_WB,,FB_INVERTED,327,eng ENG,DF,25.0,1998.0,33,28,2365,26.3,0.11,0.23,0.34,0.11,0.0,0.0,0.19,0.0,0.07,0.07,0.28,0.35,1.94,8.82,3.57,0.11,0.23,0.34,0.11,0.34,0.07,0.28,0.35,0.07,0.35,DF,0.11,1.71,0.3,17.8,1.71,0.3,0.07,0.38,23.6,0.11,0.0,0.0,0.07,0.07,0.04,0.04,0.04,,55.1,74.9,73.5,1060.9,432.1,24.0,26.8,89.8,22.4,29.3,76.4,7.72,15.9,48.6,0.23,0.28,0.28,-0.05,1.98,7.87,2.47,0.76,8.82,,74.9,62.8,11.8,2.4,0.46,1.22,5.82,7.3,2.09,1.29,0.46,0.04,55.1,0.38,1.37,,3.73,3.73,2.81,0.57,0.19,0.15,0.0,0.0,0.38,0.38,0.34,0.04,0.0,0.0,0.0,0.0,,2.74,1.9,1.67,0.72,0.34,1.86,3.99,46.7,2.13,0.99,0.34,0.65,1.18,3.92,2.09,0.15,,85.7,3.35,22.5,38.6,25.1,1.67,85.7,1.41,0.65,45.9,0.65,45.9,45.0,203.7,108.7,1.94,1.37,0.34,0.72,0.57,54.6,3.57,,0.19,0.0,0.0,0.42,0.34,0.04,5.82,1.18,1.9,0.0,0.0,0.0,5.02,0.11,0.49,18.8,2365,OK,1.0684371119752505,96.5909090909091,1.5047133568080961,100.0,99.16851441241685,88.0,31.0,OK
Andrew Robertson,liverpool,FB_WB,,FB_WIDE,322,sct SCO,DF,30.0,1994.0,33,29,2482,27.6,0.0,0.04,0.04,0.0,0.0,0.0,0.11,0.04,0.04,0.04,0.17,0.21,2.32,6.38,3.91,0.0,0.04,0.04,0.0,0.04,0.04,0.17,0.21,0.04,0.21,DF,0.0,0.54,0.07,13.3,0.54,0.07,0.0,0.0,14.9,0.0,0.0,0.0,0.04,0.04,0.08,-0.04,-0.04,,56.5,68.3,82.7,953.3,304.6,27.5,29.2,94.3,24.3,28.2,86.3,3.99,8.59,46.4,0.04,0.17,0.16,-0.13,1.45,5.43,1.12,0.62,6.38,,68.3,57.2,10.9,1.81,0.14,0.22,5.33,6.92,2.14,1.49,0.4,0.0,56.5,0.22,1.27,,2.9,2.9,2.46,0.33,0.04,0.04,0.0,0.04,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,,1.41,0.8,0.91,0.36,0.14,1.12,1.85,60.8,0.72,0.36,0.14,0.22,0.76,2.17,1.96,0.07,,75.5,3.33,19.5,34.1,22.5,1.92,75.5,0.65,0.25,38.9,0.36,55.6,40.1,178.9,103.2,2.32,1.88,0.22,0.91,0.47,50.7,3.91,,0.11,0.04,0.0,0.4,0.29,0.11,5.33,0.76,0.8,0.0,0.04,0.04,3.8,0.25,0.51,33.3,2482,OK,0.6228304937781646,86.36363636363636,0.11979010572040738,71.42857142857143,76.24633431085044,88.0,21.0,OK
Ibrahima Konaté,liverpool,CB,CB_HYBRID,,324,fr FRA,DF,25.0,1999.0,31,30,2560,28.4,0.04,0.07,0.11,0.04,0.0,0.0,0.18,0.0,0.06,0.06,0.04,0.1,0.88,4.05,0.11,0.04,0.07,0.11,0.04,0.11,0.06,0.03,0.1,0.06,0.1,DF,0.04,0.67,0.11,15.8,0.67,0.11,0.05,0.33,10.5,0.0,0.0,0.0,0.06,0.06,0.09,-0.02,-0.02,,60.5,67.1,90.2,1120.4,381.1,20.8,22.2,93.8,36.0,37.9,95.0,3.31,6.02,55.0,0.07,0.04,0.03,0.04,0.35,5.04,0.32,0.0,4.05,,67.1,65.4,1.62,1.44,0.04,0.18,0.0,0.18,0.0,0.0,0.0,0.0,60.5,0.11,0.32,,1.09,1.09,0.92,0.0,0.0,0.14,0.0,0.04,0.25,0.25,0.21,0.0,0.0,0.0,0.0,0.04,,1.41,0.92,0.88,0.46,0.07,0.88,1.23,71.4,0.35,1.02,0.53,0.49,0.6,2.01,4.68,0.11,,76.9,7.85,32.7,40.3,4.19,0.81,76.9,0.21,0.11,50.0,0.07,33.3,45.4,215.6,126.9,0.88,0.53,0.0,0.28,0.07,55.5,0.11,,0.18,0.0,0.0,0.95,0.7,0.0,0.0,0.6,0.92,0.0,0.0,0.0,3.45,2.61,1.02,71.8,2560,OK,0.5593029670104385,79.59183673469387,0.21628017425928786,66.66666666666666,69.47648624667258,98.0,36.0,OK
Virgil van Dijk,liverpool,CB,CB_BUILDER,,320,nl NED,DF,33.0,1991.0,37,37,3330,37.0,0.08,0.03,0.11,0.08,0.0,0.0,0.14,0.0,0.06,0.06,0.02,0.08,0.59,5.35,0.16,0.08,0.03,0.11,0.08,0.11,0.06,0.02,0.08,0.06,0.08,DF,0.08,0.73,0.22,29.6,0.73,0.22,0.11,0.38,13.1,0.03,0.0,0.0,0.06,0.06,0.08,0.02,0.02,,72.6,79.3,91.6,1325.0,516.2,29.7,30.9,96.2,36.0,37.8,95.4,6.19,9.22,67.2,0.03,0.02,0.03,0.01,0.32,7.84,0.19,0.0,5.35,,79.3,73.2,6.05,2.32,0.03,0.59,0.03,0.22,0.0,0.0,0.0,0.0,72.6,0.08,0.24,,1.3,1.3,1.11,0.0,0.03,0.08,0.03,0.05,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,,1.03,0.54,0.46,0.51,0.05,0.35,0.59,59.1,0.24,0.73,0.43,0.3,1.51,2.54,5.14,0.11,,89.2,12.2,35.6,49.4,4.49,1.3,89.2,0.14,0.08,60.0,0.05,40.0,50.2,236.6,131.0,0.59,0.65,0.08,0.27,0.14,61.6,0.16,,0.14,0.0,0.0,0.46,0.35,0.0,0.03,1.51,0.54,0.0,0.0,0.0,3.11,3.22,1.24,72.1,3330,OK,1.0966521201233808,93.87755102040816,0.2611003980642541,66.66666666666666,80.98818474758325,98.0,9.0,OK
Jarell Quansah,liverpool,CB,CB_HYBRID,,323,eng ENG,DF,21.0,2003.0,13,4,495,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.02,0.02,0.02,0.04,0.55,3.45,0.73,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,DF,0.0,0.18,0.0,0.0,0.18,0.0,0.0,,8.9,0.0,0.0,0.0,0.02,0.02,0.1,-0.02,-0.02,,64.7,71.3,90.8,1150.4,370.5,24.9,25.6,97.2,35.6,38.5,92.5,3.64,5.82,62.5,0.0,0.02,0.04,-0.02,0.36,4.0,0.18,0.0,3.45,,71.3,65.5,5.82,1.82,0.0,0.18,0.36,2.18,0.0,0.0,0.0,0.0,64.7,0.0,0.36,,0.55,0.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.18,1.45,1.45,0.73,0.0,1.27,1.82,70.0,0.55,1.82,1.27,0.55,1.27,3.45,5.09,0.18,,84.4,14.5,44.5,34.4,5.45,1.09,84.4,0.55,0.18,33.3,0.36,66.7,48.7,258.4,128.9,0.55,0.73,0.18,0.91,0.36,58.4,0.73,,0.36,0.0,0.0,1.64,0.18,0.0,0.36,1.27,1.45,0.0,0.18,0.18,3.45,1.27,1.82,41.2,495,LOW_MIN,0.5538005553200613,78.57142857142857,0.23805385902760517,69.44444444444444,71.42857142857143,98.0,36.0,OK
Joe Gomez,liverpool,CB,CB_HYBRID,,325,eng ENG,DF,27.0,1997.0,9,6,519,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.05,0.05,0.02,0.07,0.86,6.03,0.34,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,DF,0.0,0.52,0.34,66.7,0.52,0.35,0.0,0.0,11.9,0.0,0.0,0.0,0.05,0.05,0.11,-0.05,-0.05,,65.0,73.3,88.7,1153.3,396.4,26.7,29.3,91.2,32.9,35.2,93.6,4.48,7.24,61.9,0.0,0.02,0.02,-0.02,0.34,5.0,0.0,0.0,6.03,,73.3,70.0,3.1,2.07,0.17,0.86,0.34,1.03,0.0,0.0,0.0,0.0,65.0,0.17,0.34,,0.86,0.87,0.86,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,,2.24,1.72,0.86,1.21,0.17,1.9,2.76,68.8,0.86,1.55,1.03,0.52,1.21,3.45,3.45,0.34,,82.9,9.31,31.6,45.5,6.38,0.86,82.9,0.0,0.0,,0.0,,52.2,282.4,163.3,0.86,0.34,0.17,0.17,0.34,57.8,0.34,,0.17,0.0,0.0,0.34,0.52,0.0,0.34,1.21,1.72,0.0,0.0,0.0,5.86,1.55,0.69,69.2,519,LOW_MIN,0.8353460600701132,88.77551020408163,0.5754901308753956,88.88888888888889,88.86424134871339,98.0,36.0,OK
Conor Bradley,liverpool,FB_WB,,FB_INVERTED,326,nir NIR,DF,21.0,2003.0,19,7,754,8.4,0.0,0.24,0.24,0.0,0.0,0.0,0.48,0.0,0.08,0.08,0.17,0.25,4.17,3.93,4.64,0.0,0.24,0.24,0.0,0.24,0.08,0.17,0.25,0.08,0.25,DF,0.0,1.19,0.36,30.0,1.19,0.36,0.0,0.0,14.2,0.0,0.0,0.0,0.08,0.08,0.07,-0.08,-0.08,,54.3,64.8,83.8,818.5,203.7,31.1,34.0,91.3,20.8,23.6,88.4,1.43,4.29,33.3,0.24,0.17,0.17,0.07,0.83,3.1,0.36,0.12,3.93,,64.8,56.1,8.45,1.55,0.0,0.24,0.83,6.9,0.0,0.0,0.0,0.0,54.3,0.24,1.43,,2.26,2.27,1.55,0.0,0.6,0.0,0.12,0.0,0.48,0.48,0.36,0.0,0.12,0.0,0.0,0.0,,1.67,1.19,0.83,0.6,0.24,1.31,2.62,50.0,1.31,1.07,0.24,0.83,0.48,2.14,3.69,0.0,,78.9,3.81,23.5,35.6,21.2,5.12,78.9,2.98,1.19,40.0,1.43,48.0,43.9,277.6,161.4,4.17,2.62,1.07,1.55,0.6,48.9,4.64,,0.48,0.0,0.0,1.43,1.67,0.12,0.83,0.48,1.19,0.0,0.0,0.0,6.07,1.31,0.83,61.1,754,OK,0.27426743858690394,75.0,0.16572682103334566,70.96774193548387,71.95121951219512,88.0,31.0,OK
Kostas Tsimikas,liverpool,FB_WB,,FB_WIDE,321,gr GRE,DF,28.0,1996.0,18,9,837,9.3,0.0,0.11,0.11,0.0,0.0,0.0,0.22,0.0,0.04,0.04,0.23,0.27,1.83,8.17,4.62,0.0,0.11,0.11,0.0,0.11,0.04,0.23,0.27,0.04,0.27,DF,0.0,0.43,0.22,50.0,0.43,0.22,0.0,0.0,16.1,0.0,0.0,0.0,0.04,0.04,0.1,-0.04,-0.04,,59.1,70.3,84.1,1006.1,333.3,28.7,30.3,94.7,23.9,27.2,87.7,5.27,10.3,51.0,0.11,0.23,0.25,-0.12,1.72,4.52,1.29,0.43,8.17,,70.3,57.6,12.5,1.29,0.11,0.11,6.88,6.77,4.41,3.44,0.65,0.0,59.1,0.22,0.97,,3.33,3.33,2.26,0.97,0.0,0.0,0.11,0.0,0.22,0.21,0.11,0.11,0.0,0.0,0.0,0.0,,3.33,2.15,1.61,1.18,0.54,1.51,2.47,60.9,0.97,0.54,0.22,0.32,1.18,4.52,2.15,0.0,,79.7,3.55,20.4,35.2,24.6,1.4,79.7,1.29,0.54,41.7,0.54,41.7,39.6,168.5,84.9,1.83,0.86,0.22,0.65,0.43,50.8,4.62,,0.22,0.0,0.0,0.97,0.65,0.11,6.88,1.18,2.15,0.0,0.0,0.0,3.33,0.54,0.86,38.5,837,OK,0.8503401508827364,93.18181818181817,0.28300875408874515,80.95238095238095,84.89736070381231,88.0,21.0,OK
Vitor Reis,manchester city,CB,CB_DUEL,,345,br BRA,DF,18.0,2006.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,2.0,2.0,100.0,50.0,10.0,0.0,0.0,,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,3.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,100.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,LOW_MIN,-1.941294411453517,5.1020408163265305,-1.7950970013563636,9.433962264150944,8.746355685131196,98.0,53.0,OK
Manuel Akanji,manchester city,FB_WB,,FB_INVERTED,351,ch SUI,DF,29.0,1995.0,26,23,2014,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.07,0.07,0.02,0.08,2.05,7.05,0.31,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,DF,0.0,0.67,0.09,13.3,0.67,0.09,0.0,0.0,14.7,0.0,0.0,0.0,0.07,0.07,0.1,-0.07,-0.07,,72.9,77.9,93.6,1207.4,338.3,34.6,36.3,95.6,33.8,35.5,95.2,3.75,5.04,74.3,0.0,0.02,0.06,-0.02,0.4,7.9,0.49,0.09,7.05,,77.9,76.2,1.61,0.8,0.18,0.45,0.49,0.45,0.0,0.0,0.0,0.0,72.9,0.04,0.27,,1.65,1.65,1.65,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,,0.85,0.54,0.54,0.18,0.13,0.49,0.76,64.7,0.27,0.49,0.36,0.13,0.4,1.25,2.86,0.13,,84.0,5.31,25.0,41.1,18.1,0.85,84.0,0.09,0.09,100.0,0.0,0.0,56.0,310.4,189.0,2.05,2.86,0.0,0.22,0.22,66.2,0.31,,0.13,0.0,0.0,0.76,0.4,0.0,0.49,0.4,0.54,0.0,0.0,0.0,4.6,1.34,1.47,47.6,2014,OK,0.7346109575904941,92.04545454545455,0.707929916884285,90.32258064516128,90.74279379157427,88.0,31.0,OK
Rúben Dias,manchester city,FB_WB,,FB_INVERTED,349,pt POR,DF,27.0,1997.0,27,25,2271,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.06,0.06,0.01,0.07,1.71,6.35,0.32,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,DF,0.0,0.83,0.28,33.3,0.83,0.28,0.0,0.0,19.4,0.0,0.0,0.0,0.06,0.06,0.07,-0.06,-0.06,,86.0,91.9,93.5,1493.8,481.9,35.7,36.9,96.9,44.4,46.0,96.5,4.76,7.02,67.8,0.0,0.01,0.05,-0.01,0.2,8.81,0.48,0.0,6.35,,91.9,88.7,3.17,1.71,0.0,0.4,0.12,0.08,0.0,0.0,0.0,0.0,86.0,0.12,0.56,,1.03,1.03,0.67,0.0,0.0,0.28,0.0,0.08,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,,0.67,0.44,0.28,0.36,0.04,0.28,0.52,53.8,0.24,0.91,0.79,0.12,0.79,1.47,2.82,0.16,,99.2,8.57,33.2,54.0,12.2,1.03,99.2,0.12,0.08,66.7,0.04,33.3,70.4,401.7,238.8,1.71,2.58,0.04,0.32,0.04,80.0,0.32,,0.16,0.0,0.0,0.48,0.32,0.0,0.12,0.79,0.44,0.0,0.04,0.04,3.1,1.47,1.35,52.1,2271,OK,1.0347704386048562,95.45454545454545,1.0968431231112354,96.7741935483871,96.45232815964523,88.0,31.0,OK
Joško Gvardiol,manchester city,FB_WB,,FB_INVERTED,348,hr CRO,DF,22.0,2002.0,37,36,3277,36.4,0.14,0.0,0.14,0.14,0.0,0.0,0.05,0.0,0.13,0.12,0.06,0.17,2.5,7.25,3.32,0.14,0.0,0.14,0.14,0.14,0.13,0.06,0.18,0.12,0.17,DF,0.14,1.1,0.33,30.0,1.1,0.33,0.13,0.42,12.9,0.0,0.0,0.0,0.13,0.12,0.11,0.01,0.02,,67.4,74.8,90.2,1096.3,295.6,32.9,35.0,94.0,31.0,33.4,92.7,2.94,4.45,66.0,0.0,0.06,0.08,-0.06,0.71,6.79,0.55,0.03,7.25,,74.8,68.7,5.8,1.13,0.16,0.3,0.6,4.48,0.0,0.0,0.0,0.0,67.4,0.22,0.91,,2.09,2.09,1.9,0.03,0.05,0.08,0.03,0.0,0.19,0.19,0.16,0.0,0.03,0.0,0.0,0.0,,1.59,1.07,0.69,0.58,0.33,0.58,1.1,52.5,0.52,1.15,0.55,0.6,1.21,2.8,3.35,0.22,,85.2,4.01,21.0,42.6,22.4,2.69,85.2,1.18,0.69,58.1,0.38,32.6,54.9,290.5,164.9,2.5,2.8,0.41,0.8,0.44,62.0,3.32,,0.05,0.0,0.0,0.44,0.74,0.08,0.6,1.21,1.07,0.0,0.0,0.0,3.76,1.48,1.13,56.8,3277,OK,0.6601319141664204,90.9090909090909,0.6587429688279717,87.09677419354838,88.02660753880266,88.0,31.0,OK
Jahmai Simpson-Pusey,manchester city,CB,CB_HYBRID,,344,eng ENG,DF,18.0,2005.0,2,1,96,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.91,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,97.3,104.5,93.0,1594.5,499.1,42.7,44.5,95.9,51.8,53.6,96.6,2.73,6.36,42.9,0.0,0.0,0.0,0.0,0.0,2.73,0.0,0.0,2.73,,104.5,100.0,4.55,2.73,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,97.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.91,0.0,0.91,0.0,0.0,0.0,0.91,0.0,0.91,0.91,0.91,0.0,0.0,0.91,1.82,0.0,,111.8,8.18,55.5,53.6,2.73,0.91,111.8,0.91,0.0,0.0,0.0,0.0,71.8,341.8,172.7,0.91,0.0,0.0,0.91,0.0,91.8,0.0,,0.91,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.91,2.73,25.0,96,LOW_MIN,1.1245339893141033,94.89795918367348,1.21684941746199,100.0,98.89086069210293,98.0,36.0,OK
